,avg_win,avg_gus,avg_dir,rfm,Month,aag,aaw,aar,aad
2471,2.7,4.7,93.0,1.17,6,7.525490196078431,4.394957983193278,0.5249299719887955,204.46498599439775
2472,6.7,10.4,96.0,1.32,6,7.525490196078431,4.394957983193278,0.5249299719887955,204.46498599439775
2473,3.3,5.8,113.0,1.33,6,7.525490196078431,4.394957983193278,0.5249299719887955,204.46498599439775
2474,6.2,9.6,114.0,1.33,6,7.525490196078431,4.394957983193278,0.5249299719887955,204.46498599439775
2475,2.3,4.2,112.0,1.33,6,7.525490196078431,4.394957983193278,0.5249299719887955,204.46498599439775
2476,2.2,4.2,109.0,1.33,6,7.525490196078431,4.394957983193278,0.5249299719887955,204.46498599439775
2477,2.5,3.9,97.0,1.33,6,7.525490196078431,4.394957983193278,0.5249299719887955,204.46498599439775
2478,2.8,4.9,109.0,1.33,6,7.525490196078431,4.394957983193278,0.5249299719887955,204.46498599439775
2479,3.6,5.8,100.0,1.33,6,7.525490196078431,4.394957983193278,0.5249299719887955,204.46498599439775
2480,3.5,5.7,115.0,1.36,6,7.525490196078431,4.394957983193278,0.5249299719887955,204.46498599439775
2481,4.6,7.1,107.0,1.43,6,7.525490196078431,4.394957983193278,0.5249299719887955,204.46498599439775
2482,3.7,5.8,98.0,1.44,6,7.525490196078431,4.394957983193278,0.5249299719887955,204.46498599439775
2483,4.4,7.3,111.0,1.45,6,7.525490196078431,4.394957983193278,0.5249299719887955,204.46498599439775
2484,2.6,4.6,107.0,1.45,6,7.525490196078431,4.394957983193278,0.5249299719887955,204.46498599439775
2485,2.6,4.6,106.0,1.45,6,7.525490196078431,4.394957983193278,0.5249299719887955,204.46498599439775
2486,1.9,3.6,107.0,1.45,6,7.525490196078431,4.394957983193278,0.5249299719887955,204.46498599439775
2487,4.2,6.7,107.0,1.46,6,7.525490196078431,4.394957983193278,0.5249299719887955,204.46498599439775
2488,1.8,3.4,106.0,1.69,6,7.525490196078431,4.394957983193278,0.5249299719887955,204.46498599439775
